ID,Restaurant ID,Cuisines,Restaurant Name,Country,City,Address,Average Cost for two,Currency,Has Table booking,Has Online delivery,Aggregate rating,Votes,Links
37,6600379,Japanese,Sushi Loko,Brazil,Brasí_lia,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",80,Brazilian Real(R$),No,No,3.1,10,https://www.zoma.to/r/6600379
38,6601218,Japanese,New Koto,Brazil,Brasí_lia,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",200,Brazilian Real(R$),No,No,3.7,5,https://www.zoma.to/r/6601218
39,6600060,Brazilian,Sandubas Cafí©,Brazil,Brasí_lia,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia",30,Brazilian Real(R$),No,No,0,2,https://www.zoma.to/r/6600060
40,6600083,Italian,Villa Tevere,Brazil,Brasí_lia,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",150,Brazilian Real(R$),No,No,4.1,12,https://www.zoma.to/r/6600083
41,6601515,Italian,Rovereto,Brazil,Brasí_lia,"Rua 13 Norte, Lote 4, íguas Claras, Brasí_lia",100,Brazilian Real(R$),No,No,3.1,9,https://www.zoma.to/r/6601515
42,6601361,Brazilian,Buena Carne,Brazil,Brasí_lia,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",60,Brazilian Real(R$),No,No,3.6,9,https://www.zoma.to/r/6601361
43,6601602,Mexican,Taco Pep,Brazil,Brasí_lia,"Vila Malls, Avenida das Castanheiras, Lote 1060, íguas Claras, Brasí_lia",100,Brazilian Real(R$),No,No,4.3,29,https://www.zoma.to/r/6601602
44,6601862,American,Taypíç,Brazil,Brasí_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",100,Brazilian Real(R$),No,No,3.6,5,https://www.zoma.to/r/6601862
45,6601595,American,Outback Steakhouse,Brazil,Brasí_lia,"ParkShopping - Piso 2, SAI/SO, írea 6580, Guaríç I, Brasí_lia",150,Brazilian Real(R$),No,No,4,10,https://www.zoma.to/r/6601595
46,6600116,Italian,Gero,Brazil,Brasí_lia,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Brasí_lia",350,Brazilian Real(R$),No,No,3.3,8,https://www.zoma.to/r/6600116
47,6601457,American,Brazilian American Burgers,Brazil,Brasí_lia,"CLSN 301, Bloco C, Loja 86, Sudoeste, Brasí_lia",50,Brazilian Real(R$),No,No,3.6,9,https://www.zoma.to/r/6601457
48,7303219,Brazilian,Pesqueiro Eco Gourmet,Brazil,Rio de Janeiro,"Praia da Barra da Tijuca, Avenida Lí_cio Costa, Ilha 25, Barra da Tijuca, Rio de Janeiro",140,Brazilian Real(R$),No,No,4,7,https://www.zoma.to/r/7303219
49,7300612,Moroccan,Amir,Brazil,Rio de Janeiro,"Rua Ronald de Carvalho, 55, Copacabana, Rio de Janeiro",170,Brazilian Real(R$),No,No,4.2,11,https://www.zoma.to/r/7300612
50,7300955,Brazilian,Braseiro da Gíçvea,Brazil,Rio de Janeiro,"Praí_a Santos Dumont, 116, Gíçvea, Rio de Janeiro",100,Brazilian Real(R$),No,No,4.9,40,https://www.zoma.to/r/7300955
51,7300521,Brazilian,Balada Mix,Brazil,Rio de Janeiro,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",90,Brazilian Real(R$),No,No,4.6,21,https://www.zoma.to/r/7300521
52,7300521,Italian,Balada Mix,Brazil,Rio de Janeiro,"Rua Aní_bal de Mendoní_a, 37, Ipanema, Rio de Janeiro",90,Brazilian Real(R$),No,No,4.6,21,https://www.zoma.to/r/7300521
53,7300515,Brazilian,Garota de Ipanema,Brazil,Rio de Janeiro,"Rua Vinicius de Moraes, 49, Ipanema, Rio de Janeiro",120,Brazilian Real(R$),No,No,4.9,49,https://www.zoma.to/r/7300515
54,7300483,Brazilian,Zazíç BistríÇ Tropical,Brazil,Rio de Janeiro,"Rua Joana Angí©lica, 40, Ipanema, Rio de Janeiro",170,Brazilian Real(R$),No,No,4.6,21,https://www.zoma.to/r/7300483
55,7301064,Brazilian,Filí© de Ouro,Brazil,Rio de Janeiro,"Rua Jardim Botí¢nico, 731, Jardim Botí¢nico, Lagoa, Rio de Janeiro",90,Brazilian Real(R$),No,No,4.3,14,https://www.zoma.to/r/7301064
56,7304312,Italian,D.O.C Ristorante,Brazil,Rio de Janeiro,"Le Monde, Bloco 3, Lojas A/B, Avenida das Amí©ricas, 3500, Barra da Tijuca, Rio de Janeiro",150,Brazilian Real(R$),No,No,4,5,https://www.zoma.to/r/7304312
57,7300004,Japanese,Sushi Leblon,Brazil,Rio de Janeiro,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",250,Brazilian Real(R$),No,No,4.6,25,https://www.zoma.to/r/7300004
58,7300868,French,Talho Capixaba,Brazil,Rio de Janeiro,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",120,Brazilian Real(R$),No,No,4.4,13,https://www.zoma.to/r/7300868
59,7300868,Brazilian,Talho Capixaba,Brazil,Rio de Janeiro,"Avenida Ataulfo de Paiva, 1022, Lojas A e B, Leblon, Rio de Janeiro",120,Brazilian Real(R$),No,No,4.4,13,https://www.zoma.to/r/7300868
60,7302637,Brazilian,Leme Light,Brazil,Rio de Janeiro,"Rua Gustavo Sampaio, 798, Leme, Rio de Janeiro",40,Brazilian Real(R$),No,No,4.2,7,https://www.zoma.to/r/7302637
61,7302140,Brazilian,Shirley,Brazil,Rio de Janeiro,"Rua Gustavo Sampaio, 610, Leme, Rio de Janeiro",250,Brazilian Real(R$),No,No,4.2,8,https://www.zoma.to/r/7302140
62,7305048,Brazilian,Quiosque Chopp Brahma,Brazil,Rio de Janeiro,"Madureira Shopping - Loja 289/290, Piso 2, Estrada do Portela, 222, Madureira, Rio de Janeiro, RJ",70,Brazilian Real(R$),No,No,0,1,https://www.zoma.to/r/7305048
63,7302898,Brazilian,Aprazí_vel,Brazil,Rio de Janeiro,"Rua Aprazí_vel, 62, Santa Teresa, Rio de Janeiro",300,Brazilian Real(R$),No,No,4.7,44,https://www.zoma.to/r/7302898
64,7302859,Brazilian,Aconchego Carioca,Brazil,Rio de Janeiro,"Rua Barí£o de Iguatemi, 379, Tijuca, Rio de Janeiro",85,Brazilian Real(R$),No,No,4.6,24,https://www.zoma.to/r/7302859
65,7301700,Brazilian,Garota de Ipanema,Brazil,Rio de Janeiro,"Avenida Joí£o Alves, 56, Urca, Rio de Janeiro",80,Brazilian Real(R$),No,No,4.3,10,https://www.zoma.to/r/7301700
66,6706313,Italian,Cantina Famiglia Mancini,Brazil,Sí£o Paulo,"Rua Avanhandava, 81, Bela Vista, Sí£o Paulo 10000",250,Brazilian Real(R$),No,No,4.5,49,https://www.zoma.to/r/6706313
67,6704326,American,Templo da Carne - Marcos Bassi,Brazil,Sí£o Paulo,"Rua Treze de Maio, 668, Bela Vista, Sí£o Paulo 01327000",250,Brazilian Real(R$),No,No,4.4,17,https://www.zoma.to/r/6704326
68,6711179,Indian,Gopala Hari,Brazil,Sí£o Paulo,"Rua Antonio Carlos, 429, Consolaí_í£o, Sí£o Paulo",70,Brazilian Real(R$),No,No,3.1,5,https://www.zoma.to/r/6711179
69,6702797,Brazilian,Jiquitaia,Brazil,Sí£o Paulo,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",100,Brazilian Real(R$),No,No,4.1,15,https://www.zoma.to/r/6702797
70,6713413,French,Les 3 Brasseurs,Brazil,Sí£o Paulo,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",120,Brazilian Real(R$),No,No,4.6,30,https://www.zoma.to/r/6713413
71,6713413,Brazilian,Les 3 Brasseurs,Brazil,Sí£o Paulo,"Rua Jesuí_no Arruda, 470, Itaim Bibi, Sí£o Paulo",120,Brazilian Real(R$),No,No,4.6,30,https://www.zoma.to/r/6713413
72,6714340,Brazilian,Red Steak & Burger,Brazil,Sí£o Paulo,"Rua Tabapuí£, 1417, Itaim Bibi, Sí£o Paulo",75,Brazilian Real(R$),No,No,3.9,5,https://www.zoma.to/r/6714340
73,6710645,Brazilian,Cantinho da Gula,Brazil,Sí£o Paulo,"Rua Pedroso Alvarenga, 522, Itaim Bibi, Sí£o Paulo, SP",55,Brazilian Real(R$),No,No,0,0,https://www.zoma.to/r/6710645
74,6700402,French,Paris 6 Classique,Brazil,Sí£o Paulo,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",200,Brazilian Real(R$),No,No,3.4,73,https://www.zoma.to/r/6700402
75,6700846,Japanese,Kawa Sushi,Brazil,Sí£o Paulo,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",120,Brazilian Real(R$),No,No,3.5,9,https://www.zoma.to/r/6700846
76,6702159,Brazilian,A Figueira Rubaiyat,Brazil,Sí£o Paulo,"Rua Haddock Lobo, 1738, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo 10000",300,Brazilian Real(R$),No,No,4.3,39,https://www.zoma.to/r/6702159
77,6711666,Japanese,Kinoshita,Brazil,Sí£o Paulo,"Rua Jacques Fí©lix, 405, Vila Nova Conceií_í£o, Moema, Sí£o Paulo",230,Brazilian Real(R$),No,No,3.9,12,https://www.zoma.to/r/6711666
78,6706211,Brazilian,Paribar,Brazil,Sí£o Paulo,"Praí_a Dom Josí© Gaspar, 42, Repí_blica, Sí£o Paulo 10000",150,Brazilian Real(R$),No,No,4.3,46,https://www.zoma.to/r/6706211
79,6706211,Italian,Paribar,Brazil,Sí£o Paulo,"Praí_a Dom Josí© Gaspar, 42, Repí_blica, Sí£o Paulo 10000",150,Brazilian Real(R$),No,No,4.3,46,https://www.zoma.to/r/6706211
80,6705858,Italian,Terraí_o Itíçlia,Brazil,Sí£o Paulo,"Edifí_cio Itíçlia - 41Á Andar, Avenida Ipiranga, 344, Repí_blica, Sí£o Paulo",400,Brazilian Real(R$),No,No,4.4,37,https://www.zoma.to/r/6705858
81,6701419,Brazilian,Divino Fogí£o,Brazil,Sí£o Paulo,"Shopping MetríÇ Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, Sí£o Paulo",65,Brazilian Real(R$),No,No,0,2,https://www.zoma.to/r/6701419
82,6703956,Brazilian,Super Grill,Brazil,Sí£o Paulo,"Shopping Morumbi - Piso Lazer, Avenida Roque Petroni Jí_nior, 1089, Santo Amaro, Sí£o Paulo",50,Brazilian Real(R$),No,No,0,2,https://www.zoma.to/r/6703956
83,6709580,Brazilian,Esquina Mocotí_,Brazil,Sí£o Paulo,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, Sí£o Paulo",100,Brazilian Real(R$),No,No,4.4,22,https://www.zoma.to/r/6709580
84,6703176,Brazilian,Veloso,Brazil,Sí£o Paulo,"Rua Conceií_í£o Veloso, 56, Vila Mariana, Sí£o Paulo",70,Brazilian Real(R$),No,No,4.6,58,https://www.zoma.to/r/6703176
85,6713772,Moroccan,Sainte Marie Gastronomia,Brazil,Sí£o Paulo,"Rua Dom Joí£o Batista da Costa, 70, Vila SíÇnia, Sí£o Paulo",120,Brazilian Real(R$),No,No,4.1,11,https://www.zoma.to/r/6713772
86,17284203,American,BJ's Country Buffet,United States,Albany,"2401 Dawson Rd, Albany, GA 31707",10,Dollar($),No,No,3.3,25,https://www.zoma.to/r/17284203
87,17284302,Mexican,El Vaquero Mexican Restaurant,United States,Albany,"2700 Dawson Rd, Albany, GA 31707",0,Dollar($),No,No,3.4,45,https://www.zoma.to/r/17284302
88,17284409,Chinese,Guang Zhou Chinese Restaurant,United States,Albany,"1214 N Westover Blvd, Albany, GA 31707",10,Dollar($),No,No,3.9,141,https://www.zoma.to/r/17284409
89,17284139,Italian,Harvest Moon,United States,Albany,"2347 Dawson Road, Albany, GA 31707",25,Dollar($),No,No,3.7,147,https://www.zoma.to/r/17284139
90,17284403,American,Henry Campbell's Steakhouse,United States,Albany,"629 N. Westover Blvd, Albany, GA 31707",70,Dollar($),No,No,3.5,51,https://www.zoma.to/r/17284403
91,17284403,Spanish,Henry Campbell's Steakhouse,United States,Albany,"629 N. Westover Blvd, Albany, GA 31707",70,Dollar($),No,No,3.5,51,https://www.zoma.to/r/17284403
92,17284145,Chinese,Hong Kong Cafe,United States,Albany,"2700 Dawson Rd, Albany, GA 31707",25,Dollar($),No,No,3.6,88,https://www.zoma.to/r/17284145
93,17284150,Chinese,House of China Restaurant II,United States,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",10,Dollar($),No,No,3.8,153,https://www.zoma.to/r/17284150
94,17284175,American,Locos Grill & Pub,United States,Albany,"547 N Westover Blvd, Albany, GA 31707",25,Dollar($),No,No,3.5,57,https://www.zoma.to/r/17284175
95,17284179,American,Longhorn Steakhouse,United States,Albany,"2733 Dawson Rd, Albany, GA 31707",25,Dollar($),No,No,3.5,58,https://www.zoma.to/r/17284179
96,17284197,Japanese,Mikata Japanese Steakhouse,United States,Albany,"2610 Dawson Rd, Albany, GA 31707",40,Dollar($),No,No,3.6,115,https://www.zoma.to/r/17284197
97,17284197,American,Mikata Japanese Steakhouse,United States,Albany,"2610 Dawson Rd, Albany, GA 31707",40,Dollar($),No,No,3.6,115,https://www.zoma.to/r/17284197
98,17284241,Japanese,Shogun Japanese Steak House,United States,Albany,"629 N Westover Blvd, Albany, GA 31707",40,Dollar($),No,No,3.5,51,https://www.zoma.to/r/17284241
99,17284241,American,Shogun Japanese Steak House,United States,Albany,"629 N Westover Blvd, Albany, GA 31707",40,Dollar($),No,No,3.5,51,https://www.zoma.to/r/17284241
100,17284390,Spanish,The Catch Seafood Room & Oyster Bar,United States,Albany,"2332 Whispering Pines Road, Albany, GA 31707",40,Dollar($),No,No,3.8,250,https://www.zoma.to/r/17284390
101,17284279,Italian,Villa Gargano,United States,Albany,"1604 N Slappey Blvd, Albany, GA 31701",10,Dollar($),No,No,3.7,117,https://www.zoma.to/r/17284279
102,17284364,American,3 Squares Diner,United States,Albany,"202 W Franklin St, Sylvester, GA 31791",10,Dollar($),No,No,3.4,20,https://www.zoma.to/r/17284364
103,16611114,American,Whitebull Hotel,Australia,Armidale,"117 Marsh St, Armidale, NSW",20,Dollar($),No,No,3.5,25,https://www.zoma.to/r/16611114
104,17293281,American,Last Resort Grill,United States,Athens,"184 W Clayton St, Athens, GA 30601",40,Dollar($),No,No,4.5,1821,https://www.zoma.to/r/17293281
105,17293301,American,Mama's Boy Restaurant,United States,Athens,"197 Oak St, GA 30601",10,Dollar($),No,No,4.5,849,https://www.zoma.to/r/17293301
106,17293409,Mexican,Sr. Sol 1,United States,Athens,"175 Tallassee Rd, Athens, GA 30606",10,Dollar($),No,No,4.6,917,https://www.zoma.to/r/17293409
107,17293163,Japanese,Choo Choo Eastside,United States,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",10,Dollar($),No,No,3.9,439,https://www.zoma.to/r/17293163
108,17293163,Korean,Choo Choo Eastside,United States,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",10,Dollar($),No,No,3.9,439,https://www.zoma.to/r/17293163
109,17293169,American,Clocked,United States,Athens,"259 W Washington St, Athens, GA 30601",10,Dollar($),No,No,4.2,613,https://www.zoma.to/r/17293169
110,17293186,American,DePalma's Italian Cafe - Downtown,United States,Athens,"401 E Broad St, Athens, GA 30601",25,Dollar($),No,No,4,353,https://www.zoma.to/r/17293186
111,17293186,Italian,DePalma's Italian Cafe - Downtown,United States,Athens,"401 E Broad St, Athens, GA 30601",25,Dollar($),No,No,4,353,https://www.zoma.to/r/17293186
112,17293180,American,DePalma's Italian Cafe - East Side,United States,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",25,Dollar($),No,No,4.1,387,https://www.zoma.to/r/17293180
113,17293180,Italian,DePalma's Italian Cafe - East Side,United States,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",25,Dollar($),No,No,4.1,387,https://www.zoma.to/r/17293180
114,17293205,American,Five & Ten,United States,Athens,"1073 South Milledge Ave, Athens, GA 30605",40,Dollar($),No,No,4.3,755,https://www.zoma.to/r/17293205
115,17293229,American,Grit,United States,Athens,"199 Prince Ave, Athens, GA 30601",10,Dollar($),No,No,4.2,800,https://www.zoma.to/r/17293229
116,17293273,Italian,La Dolce Vita Ristorante,United States,Athens,"323 E Broad St, Athens, GA 30601",40,Dollar($),No,No,4.1,464,https://www.zoma.to/r/17293273
117,17293870,Japanese,Shokitini,United States,Athens,"251 W Clayton St, Athens, GA 30601",25,Dollar($),No,No,4.2,550,https://www.zoma.to/r/17293870
118,17293877,Mexican,Taqueria Del Sol,United States,Athens,"334 Prince Ave, Athens, GA 30601",10,Dollar($),No,No,4.1,543,https://www.zoma.to/r/17293877
119,17293877,Spanish,Taqueria Del Sol,United States,Athens,"334 Prince Ave, Athens, GA 30601",10,Dollar($),No,No,4.1,543,https://www.zoma.to/r/17293877
120,17293890,American,The National,United States,Athens,"232 W. Hancock Ave., Athens, GA 30601",40,Dollar($),No,No,4.1,465,https://www.zoma.to/r/17293890
121,17293422,Italian,Transmetropolitan,United States,Athens,"145 E Clayton St, Athens, GA 30601",10,Dollar($),No,No,4.4,1098,https://www.zoma.to/r/17293422
122,17294014,American,Viva! Argentine Cuisine,United States,Athens,"247 Prince Ave, Athens, GA 30601",10,Dollar($),No,No,4.1,374,https://www.zoma.to/r/17294014
123,17294556,Chinese,Miyabi Kyoto Japanese Steak House,United States,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",40,Dollar($),No,No,4.6,717,https://www.zoma.to/r/17294556
124,17294556,American,Miyabi Kyoto Japanese Steak House,United States,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",40,Dollar($),No,No,4.6,717,https://www.zoma.to/r/17294556
125,17294607,American,Rae's Coastal Cafe,United States,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",40,Dollar($),No,No,4.9,548,https://www.zoma.to/r/17294607
126,17294607,Caribbean,Rae's Coastal Cafe,United States,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",40,Dollar($),No,No,4.9,548,https://www.zoma.to/r/17294607
127,17294279,Spanish,The Bee's Knees,United States,Augusta,"211 10th Street, Augusta, GA 30901",25,Dollar($),No,No,4.5,631,https://www.zoma.to/r/17294279
128,17294300,American,Boll Weevil Cafe,United States,Augusta,"10 9th St, Augusta, GA 30901",10,Dollar($),No,No,3.9,372,https://www.zoma.to/r/17294300
129,17295215,American,Farmhaus Burger,United States,Augusta,"1204 Broad St, Augusta, GA 30901",25,Dollar($),No,No,3.9,201,https://www.zoma.to/r/17295215
130,17295028,French,Manuel's Bread Cafe,United States,Augusta,"505 Railroad Ave, North Augusta, GA 29841",40,Dollar($),No,No,3.8,332,https://www.zoma.to/r/17295028
131,17295109,American,Frog Hollow Tavern,United States,Augusta,"1282 broad street, Augusta, GA 30901",40,Dollar($),No,No,4.3,368,https://www.zoma.to/r/17295109
132,17294441,Italian,Giuseppe's Pizza & Italian Specialities,United States,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",25,Dollar($),No,No,4.1,430,https://www.zoma.to/r/17294441
